condition,problem_id,mean_norm_seq_lp,std_norm_seq_lp,iqr_norm_seq_lp,naive_entropy,n_completions
fuzz0.9,HumanEval/1,-0.20369026221860304,0.10476069707165725,0.06620038967096828,1.6044029971095328,5
fuzz0.9,HumanEval/2,-0.3066196134563639,0.13649633803903247,0.10166509920639982,1.6011338727734996,5
fuzz0.9,HumanEval/3,-0.1975259158485047,0.10647530654548205,0.15714912631854192,1.6040444399071423,5
fuzz0.9,HumanEval/4,-0.146450510340481,0.019600791341155662,0.021209840843608885,1.6092470400631504,5
fuzz0.9,HumanEval/5,-0.22437220873215846,0.08425401617756896,0.0576362923692067,1.606139009453664,5
fuzz0.9,HumanEval/6,-0.1780576385876563,0.05561313955297271,0.04593296487612897,1.6078373750271713,5
fuzz0.9,HumanEval/7,-0.2714484594486134,0.07900822557657759,0.10789740588347482,1.6063697703651068,5
fuzz0.9,HumanEval/8,-0.24141200664805318,0.056710574672539635,0.08086273819266662,1.6078511103682493,5
fuzz0.9,HumanEval/9,-0.20776973859138312,0.07834052751583796,0.1456119050997844,1.6063482166786467,5
fuzz0.9,HumanEval/10,-0.19845178116334622,0.05929650893085213,0.07914155227911887,1.607708931860887,5
fuzz0.9,HumanEval/11,-0.15392734988783066,0.057481975041404926,0.09627464793953858,1.607783701715642,5
fuzz0.9,HumanEval/12,-0.24089270719608313,0.07261544779330832,0.14613918471005768,1.6068442301216144,5
fuzz0.9,HumanEval/13,-0.10281507528079378,0.03640321855982815,0.014022949588781086,1.6087764660236792,5
fuzz0.9,HumanEval/14,-0.18818995638267405,0.04522998565840466,0.062300114277579005,1.6084373941071846,5
fuzz0.9,HumanEval/15,-0.10278049100277409,0.05125212349289465,0.013421432100040986,1.6081731286241174,5
fuzz0.9,HumanEval/16,-0.15816007633187468,0.12772162818538133,0.05189911666794045,1.602247458659151,5
fuzz0.9,HumanEval/17,-0.18269698731466893,0.06724687468120154,0.0620391447229402,1.6071206131302793,5
fuzz0.9,HumanEval/18,-0.20337890400360611,0.07762564377773332,0.11603364656129703,1.6064991383307743,5
fuzz0.9,HumanEval/19,-0.21142408799834772,0.03651936194623678,0.04696017389845503,1.6087812660551655,5
fuzz0.9,HumanEval/20,-0.21533555202476168,0.0837035718672505,0.11837752085742476,1.6059500207531998,5
fuzz0.9,HumanEval/21,-0.18974888221424477,0.03576233553988785,0.07149742966849187,1.608804855459813,5
fuzz0.9,HumanEval/22,-0.3296629533364583,0.09456621621435488,0.12623628049287977,1.605063428014374,5
fuzz0.9,HumanEval/23,-0.2040376791383947,0.07627294369264044,0.08892163635126069,1.6065872725471426,5
fuzz0.9,HumanEval/24,-0.13854609392746148,0.021503058728467278,0.017484800307375814,1.6092043686943032,5
fuzz0.9,HumanEval/25,-0.23658538401539828,0.06654138861399747,0.09894409133055246,1.6072693287156001,5
fuzz0.9,HumanEval/26,-0.20461017840352996,0.04220163831777065,0.040811870292856794,1.6085641991047217,5
fuzz0.9,HumanEval/27,-0.26223365174290497,0.09312332161624616,0.16107840856614408,1.6050566954610597,5
fuzz0.9,HumanEval/28,-0.3518746859576507,0.14272122485652317,0.19966929316091908,1.599609703524879,5
fuzz0.9,HumanEval/29,-0.19775317417843244,0.04903015090271207,0.046159468644287216,1.6082689178472986,5
fuzz0.9,HumanEval/30,-0.23374179952720672,0.026028158761732596,0.036828114568903975,1.6090962916976115,5
fuzz0.9,HumanEval/31,-0.14798430691957132,0.11129977355996425,0.2026518908397451,1.6034825362836687,5
fuzz0.9,HumanEval/32,-0.23462356073460328,0.077880536011674,0.0722281054059109,1.6065698933197707,5
fuzz0.9,HumanEval/33,-0.25930610127277476,0.07931742414280717,0.11408389904066324,1.606294826829777,5
fuzz0.9,HumanEval/34,-0.30451240134498814,0.07025696574069087,0.13858572805141692,1.6070086142394922,5
fuzz0.9,HumanEval/35,-0.2658186504986012,0.08186787255988225,0.10726011586369227,1.606213107421524,5
fuzz0.9,HumanEval/36,-0.10027072263326905,0.05957345650139207,0.01747361625106718,1.6077604137268355,5
fuzz0.9,HumanEval/37,-0.3041549671642213,0.07448102188001983,0.048681207988192365,1.6066470866732885,5
fuzz0.9,HumanEval/38,-0.1142230938262705,0.0673964598234508,0.033005669521985984,1.6073029577100044,5
fuzz0.9,HumanEval/39,-0.1306924321240506,0.07019885399518758,0.12653521577105595,1.607009728834313,5
fuzz0.9,HumanEval/40,-0.16162623572750745,0.10530751618686685,0.19961032221108768,1.6040623433889407,5
fuzz0.9,HumanEval/41,-0.3575865708654441,0.04414926259578228,0.05906625269211235,1.6084680361630266,5
fuzz0.9,HumanEval/42,-0.19912245166900583,0.043844023927759,0.05437528562982627,1.6084991513218279,5
fuzz0.9,HumanEval/43,-0.16749825725225406,0.030780606263371566,0.03620386515815652,1.6089558535111912,5
fuzz0.9,HumanEval/44,-0.17751466779038044,0.08706828702914751,0.08316909692494284,1.6057194781405872,5
fuzz0.9,HumanEval/45,-0.15290111706959095,0.04366012190236433,0.06764734604994216,1.608496580982552,5
fuzz0.9,HumanEval/46,-0.13764570524103056,0.03608909952671402,0.07263588343769987,1.6087840414419683,5
fuzz0.9,HumanEval/47,-0.16773342691676704,0.05997380950535394,0.11721267411457534,1.6076259260255936,5
fuzz0.9,HumanEval/48,-0.15207192098679706,0.09203144947269672,0.05628911289216394,1.605471787696767,5
fuzz0.9,HumanEval/49,-0.16282143011508632,0.10700434050457884,0.15511491539276182,1.603924082881562,5
